customer_id,activity_date,login_count,features_used_count,support_tickets_opened
1007,2024-03-12,15,6,0
1007,2024-03-19,22,9,0
1007,2024-03-26,14,5,0
1007,2024-04-02,20,4,1
1007,2024-04-09,24,6,0
1007,2024-04-16,5,8,0
1007,2024-04-23,9,5,0
1007,2024-04-30,13,5,0
1007,2024-05-07,20,5,0
1007,2024-05-14,5,6,0
1007,2024-05-21,12,6,0
1007,2024-05-28,24,8,0
1007,2024-06-04,7,3,0
1007,2024-06-11,18,4,0
1007,2024-06-18,7,7,0
1007,2024-06-25,5,6,0
1007,2024-07-02,20,6,0
1007,2024-07-09,12,9,0
1007,2024-07-16,5,6,0
1007,2024-07-23,18,8,1
1007,2024-07-30,17,5,0
1007,2024-08-06,6,7,0
1007,2024-08-13,19,3,0
1007,2024-08-20,20,5,0
1007,2024-08-27,21,3,1
1007,2024-09-03,18,7,0
1007,2024-09-10,13,7,1
1007,2024-09-17,21,8,1
1007,2024-09-24,7,6,0
1007,2024-10-01,5,5,0
1007,2024-10-08,14,9,0
1007,2024-10-15,7,8,0
1007,2024-10-22,19,8,0
1007,2024-10-29,14,4,0
1007,2024-11-05,12,3,0
1007,2024-11-12,20,9,0
1007,2024-11-19,7,4,0
1007,2024-11-26,17,6,0
1007,2024-12-03,8,7,0
1007,2024-12-10,12,8,0
1007,2024-12-17,16,5,0
1007,2024-12-24,6,4,0
1007,2024-12-31,23,3,0
1008,2024-11-09,21,6,0
1008,2024-11-16,19,8,0
1008,2024-11-23,9,3,0
1008,2024-11-30,16,6,0
1008,2024-12-07,8,8,0
1008,2024-12-14,24,8,0
1008,2024-12-21,12,6,0
1008,2024-12-28,22,6,0
1009,2024-08-16,23,3,0
1009,2024-08-23,23,6,0
1009,2024-08-30,9,4,1
1009,2024-09-06,13,6,0
1009,2024-09-13,5,9,0
1009,2024-09-20,20,3,0
1009,2024-09-27,5,7,0
1009,2024-10-04,9,8,0
1009,2024-10-11,7,6,0
1009,2024-10-18,23,7,0
1009,2024-10-25,18,6,0
1009,2024-11-01,21,8,0
1009,2024-11-08,24,7,0
1009,2024-11-15,20,7,0
1009,2024-11-22,5,8,0
1009,2024-11-29,14,8,0
1009,2024-12-06,6,6,0
1009,2024-12-13,23,4,0
1009,2024-12-20,9,7,0
1009,2024-12-27,20,9,1
1016,2024-08-02,24,6,0
1016,2024-08-09,5,3,0
1016,2024-08-16,15,7,0
1016,2024-08-23,5,3,0
1016,2024-08-30,15,6,0
1016,2024-09-06,16,9,0
1016,2024-09-13,23,4,0
1016,2024-09-20,21,4,0
1016,2024-09-27,14,4,0
1016,2024-10-04,23,3,0
1016,2024-10-11,22,7,1
1016,2024-10-18,8,3,0
1016,2024-10-25,8,4,0
1016,2024-11-01,7,3,0
1016,2024-11-08,8,4,0
1016,2024-11-15,9,6,0
1016,2024-11-22,17,9,0
1016,2024-11-29,13,8,1
1016,2024-12-06,24,3,0
1016,2024-12-13,23,3,0
1016,2024-12-20,13,5,0
1016,2024-12-27,11,6,1
1017,2024-05-06,24,5,0
1017,2024-05-13,20,7,0
1017,2024-05-20,16,3,0
1017,2024-05-27,8,7,0
1017,2024-06-03,11,7,1
1017,2024-06-10,11,8,0
1017,2024-06-17,9,5,0
1017,2024-06-24,15,5,0
1017,2024-07-01,16,3,0
1017,2024-07-08,16,3,0
1017,2024-07-15,11,8,0
1017,2024-07-22,14,3,0
1017,2024-07-29,6,7,0
1017,2024-08-05,10,5,0
1017,2024-08-12,17,3,0
1017,2024-08-19,21,9,1
1017,2024-08-26,17,6,0
1017,2024-09-02,23,7,0
1017,2024-09-09,11,5,0
1017,2024-09-16,23,9,0
1017,2024-09-23,17,7,0
1017,2024-09-30,24,6,0
1017,2024-10-07,13,9,0
1017,2024-10-14,17,6,1
1017,2024-10-21,21,3,0
1017,2024-10-28,10,7,1
1017,2024-11-04,16,7,1
1017,2024-11-11,19,7,0
1017,2024-11-18,15,6,0
1017,2024-11-25,7,5,1
1017,2024-12-02,22,9,0
1017,2024-12-09,18,9,0
1017,2024-12-16,7,9,0
1017,2024-12-23,16,4,1
1017,2024-12-30,12,8,0
1018,2024-03-31,12,4,0
1018,2024-04-07,12,4,0
1018,2024-04-14,9,3,0
1018,2024-04-21,21,3,0
1018,2024-04-28,24,7,0
1018,2024-05-05,17,8,0
1018,2024-05-12,10,4,0
1018,2024-05-19,9,9,1
1018,2024-05-26,14,8,0
1018,2024-06-02,17,7,0
1018,2024-06-09,5,8,0
1018,2024-06-16,19,3,0
1018,2024-06-23,21,7,0
1018,2024-06-30,13,5,0
1018,2024-07-07,20,9,0
1018,2024-07-14,21,7,1
1018,2024-07-21,10,5,0
1018,2024-07-28,9,7,1
1018,2024-08-04,14,5,0
1018,2024-08-11,18,3,0
1018,2024-08-18,23,7,0
1018,2024-08-25,5,3,0
1018,2024-09-01,6,6,0
1018,2024-09-08,11,4,0
1018,2024-09-15,7,5,0
1018,2024-09-22,5,8,1
1018,2024-09-29,21,9,0
1018,2024-10-06,19,7,0
1018,2024-10-13,6,5,0
1018,2024-10-20,10,6,1
1018,2024-10-27,22,4,0
1018,2024-11-03,19,5,0
1018,2024-11-10,6,6,0
1018,2024-11-17,5,9,0
1018,2024-11-24,14,5,0
1018,2024-12-01,8,4,1
1018,2024-12-08,14,3,0
1018,2024-12-15,9,4,0
1018,2024-12-22,6,7,0
1018,2024-12-29,15,5,0
1019,2024-06-29,20,9,0
1019,2024-07-06,20,6,0
1019,2024-07-13,7,5,0
1019,2024-07-20,22,7,0
1019,2024-07-27,23,7,0
1019,2024-08-03,14,7,0
1019,2024-08-10,10,3,0
1019,2024-08-17,16,4,0
1019,2024-08-24,21,8,0
1019,2024-08-31,13,4,0
1019,2024-09-07,19,8,0
1019,2024-09-14,20,7,0
1019,2024-09-21,8,3,0
1019,2024-09-28,7,7,1
1019,2024-10-05,19,9,1
1019,2024-10-12,18,4,0
1019,2024-10-19,18,4,0
1019,2024-10-26,18,5,0
1019,2024-11-02,11,5,0
1019,2024-11-09,18,5,0
1019,2024-11-16,17,4,0
1019,2024-11-23,7,5,0
1019,2024-11-30,9,6,0
1019,2024-12-07,21,9,0
1019,2024-12-14,16,3,0
1019,2024-12-21,24,3,0
1019,2024-12-28,7,3,0
1020,2024-10-13,19,6,0
1020,2024-10-20,6,9,0
1020,2024-10-27,21,6,0
1020,2024-11-03,13,7,0
1020,2024-11-10,6,5,0
1020,2024-11-17,17,8,0
1020,2024-11-24,5,7,0
1020,2024-12-01,10,8,0
1020,2024-12-08,8,8,0
1020,2024-12-15,13,9,0
1020,2024-12-22,12,7,1
1020,2024-12-29,10,4,0
1020,2025-01-05,15,6,0
1020,2025-01-12,21,8,0
1020,2025-01-19,23,8,1
1020,2025-01-26,19,5,0
1020,2025-02-02,23,7,0
1020,2025-02-09,10,4,0
1020,2025-02-16,23,6,0
1020,2025-02-23,21,6,0
1020,2025-03-02,18,8,0
1020,2025-03-09,15,9,0
1020,2025-03-16,15,5,0
1020,2025-03-23,22,4,0
1020,2025-03-30,14,6,0
1020,2025-04-06,12,4,0
1020,2025-04-13,2,1,0
1020,2025-04-20,0,1,0
1020,2025-04-27,1,1,1
1020,2025-05-04,2,1,1
1021,2024-04-29,16,4,0
1021,2024-05-06,15,3,0
1021,2024-05-13,7,5,1
1021,2024-05-20,12,5,0
1021,2024-05-27,1,2,0
1021,2024-06-03,0,1,1
1021,2024-06-10,2,2,0
1021,2024-06-17,0,1,0
1022,2024-03-22,22,9,0
1022,2024-03-29,23,7,0
1022,2024-04-05,19,3,0
1022,2024-04-12,5,9,0
1022,2024-04-19,18,7,1
1022,2024-04-26,23,9,0
1022,2024-05-03,10,5,0
1022,2024-05-10,12,4,0
1022,2024-05-17,19,9,0
1022,2024-05-24,24,8,0
1022,2024-05-31,8,7,0
1022,2024-06-07,5,7,0
1022,2024-06-14,5,8,0
1022,2024-06-21,6,4,0
1022,2024-06-28,14,3,0
1022,2024-07-05,17,9,0
1022,2024-07-12,17,6,0
1022,2024-07-19,12,7,0
1022,2024-07-26,8,6,0
1022,2024-08-02,23,5,0
1022,2024-08-09,15,5,0
1022,2024-08-16,15,8,1
1022,2024-08-23,10,8,0
1022,2024-08-30,19,4,1
1022,2024-09-06,16,4,0
1022,2024-09-13,22,3,0
1022,2024-09-20,12,6,0
1022,2024-09-27,16,6,1
1022,2024-10-04,9,7,0
1022,2024-10-11,14,3,0
1022,2024-10-18,13,8,0
1022,2024-10-25,18,3,1
1022,2024-11-01,5,8,0
1022,2024-11-08,18,6,0
1022,2024-11-15,5,9,0
1022,2024-11-22,23,9,0
1022,2024-11-29,13,7,0
1022,2024-12-06,24,3,0
1022,2024-12-13,13,5,0
1022,2024-12-20,15,8,0
1022,2024-12-27,22,5,0
1023,2024-12-15,21,5,0
1023,2024-12-22,23,8,0
1023,2024-12-29,11,6,0
1023,2025-01-05,5,3,0
1023,2025-01-12,15,8,0
1023,2025-01-19,22,7,0
1023,2025-01-26,21,6,0
1023,2025-02-02,24,8,0
1023,2025-02-09,12,3,0
1023,2025-02-16,17,8,0
1023,2025-02-23,23,8,0
1023,2025-03-02,21,7,0
1023,2025-03-09,20,5,0
1023,2025-03-16,18,5,0
1023,2025-03-23,6,8,0
1023,2025-03-30,22,8,0
1023,2025-04-06,8,3,0
1023,2025-04-13,11,5,0
1023,2025-04-20,14,5,0
1023,2025-04-27,5,9,1
1023,2025-05-04,22,9,0
1023,2025-05-11,5,3,0
1023,2025-05-18,12,8,0
1023,2025-05-25,0,1,1
1023,2025-06-01,2,2,0
1023,2025-06-08,1,2,1
1023,2025-06-15,2,2,0
1023,2025-06-22,0,2,0
1024,2024-10-22,20,4,0
1024,2024-10-29,11,3,0
1024,2024-11-05,23,7,0
1024,2024-11-12,22,4,1
1024,2024-11-19,9,6,0
1024,2024-11-26,6,5,0
1024,2024-12-03,16,6,0
1024,2024-12-10,10,8,0
1024,2024-12-17,16,5,1
1024,2024-12-24,16,3,0
1024,2024-12-31,18,9,0
1025,2024-03-13,21,4,0
1025,2024-03-20,18,3,0
1025,2024-03-27,17,3,0
1025,2024-04-03,15,8,1
1025,2024-04-10,17,4,0
1025,2024-04-17,15,8,1
1025,2024-04-24,14,6,0
1025,2024-05-01,6,3,0
1025,2024-05-08,10,4,0
1025,2024-05-15,14,8,0
1025,2024-05-22,10,5,0
1025,2024-05-29,16,7,0
1025,2024-06-05,11,4,1
1025,2024-06-12,18,4,0
1025,2024-06-19,15,3,0
1025,2024-06-26,8,5,0
1025,2024-07-03,15,5,0
1025,2024-07-10,21,5,0
1025,2024-07-17,7,8,0
1025,2024-07-24,19,8,0
1025,2024-07-31,5,4,0
1025,2024-08-07,24,5,0
1025,2024-08-14,15,3,0
1025,2024-08-21,17,5,0
1025,2024-08-28,6,7,0
1025,2024-09-04,12,3,0
1025,2024-09-11,15,4,0
1025,2024-09-18,7,5,0
1025,2024-09-25,16,6,1
1025,2024-10-02,10,4,0
1025,2024-10-09,9,6,0
1025,2024-10-16,21,7,0
1025,2024-10-23,21,9,0
1025,2024-10-30,20,5,0
1025,2024-11-06,21,9,0
1025,2024-11-13,20,8,1
1025,2024-11-20,22,3,0
1025,2024-11-27,13,7,0
1025,2024-12-04,14,9,1
1025,2024-12-11,11,8,0
1025,2024-12-18,11,3,0
1025,2024-12-25,12,4,0
1025,2025-01-01,22,9,0
1026,2025-03-27,11,5,0
1026,2025-04-03,14,9,0
1026,2025-04-10,7,6,0
1026,2025-04-17,6,5,0
1026,2025-04-24,12,4,0
1026,2025-05-01,16,9,0
1026,2025-05-08,21,6,0
1026,2025-05-15,0,1,1
1026,2025-05-22,0,2,1
1026,2025-05-29,1,1,0
1026,2025-06-05,1,2,0
1027,2024-06-12,17,7,0
1027,2024-06-19,7,5,1
1027,2024-06-26,24,7,0
1027,2024-07-03,16,3,0
1027,2024-07-10,16,9,0
1027,2024-07-17,11,6,0
1027,2024-07-24,21,5,0
1027,2024-07-31,22,6,0
1027,2024-08-07,9,3,0
1027,2024-08-14,18,9,0
1027,2024-08-21,21,3,0
1027,2024-08-28,16,5,1
1027,2024-09-04,9,5,0
1027,2024-09-11,11,9,1
1027,2024-09-18,15,8,0
1027,2024-09-25,11,6,0
1027,2024-10-02,12,6,0
1027,2024-10-09,23,7,0
1027,2024-10-16,15,4,0
1027,2024-10-23,13,3,1
1027,2024-10-30,10,7,0
1027,2024-11-06,19,9,0
1027,2024-11-13,7,6,1
1027,2024-11-20,14,5,0
1027,2024-11-27,21,5,0
1027,2024-12-04,10,7,0
1027,2024-12-11,19,3,0
1027,2024-12-18,18,7,0
1027,2024-12-25,13,5,0
1027,2025-01-01,13,5,1
1030,2024-11-18,16,4,0
1030,2024-11-25,12,3,0
1030,2024-12-02,6,6,0
1030,2024-12-09,12,5,0
1030,2024-12-16,22,8,1
1030,2024-12-23,20,7,0
1030,2024-12-30,17,3,0
1031,2024-04-08,17,8,0
1031,2024-04-15,7,4,0
1031,2024-04-22,17,7,0
1031,2024-04-29,23,6,0
1031,2024-05-06,20,3,0
1031,2024-05-13,17,3,1
1031,2024-05-20,8,9,0
1031,2024-05-27,11,7,0
1031,2024-06-03,23,9,0
1031,2024-06-10,14,5,0
1031,2024-06-17,11,9,0
1031,2024-06-24,6,8,0
1031,2024-07-01,16,9,0
1031,2024-07-08,17,8,0
1031,2024-07-15,13,3,0
1031,2024-07-22,6,6,0
1031,2024-07-29,17,5,0
1031,2024-08-05,23,8,0
1031,2024-08-12,13,4,0
1031,2024-08-19,19,8,0
1031,2024-08-26,8,6,0
1031,2024-09-02,22,6,0
1031,2024-09-09,21,6,0
1031,2024-09-16,14,8,0
1031,2024-09-23,22,4,1
1031,2024-09-30,19,7,0
1031,2024-10-07,7,6,0
1031,2024-10-14,11,7,0
1031,2024-10-21,10,9,0
1031,2024-10-28,23,5,0
1031,2024-11-04,6,8,0
1031,2024-11-11,8,3,0
1031,2024-11-18,0,1,0
1031,2024-11-25,0,1,0
1031,2024-12-02,1,1,1
1031,2024-12-09,1,1,0
1034,2024-04-06,21,8,0
1034,2024-04-13,19,7,0
1034,2024-04-20,10,5,0
1034,2024-04-27,7,5,0
1034,2024-05-04,10,9,0
1034,2024-05-11,7,3,0
1034,2024-05-18,16,4,0
1034,2024-05-25,20,5,1
1034,2024-06-01,18,3,0
1034,2024-06-08,12,9,0
1034,2024-06-15,22,6,0
1034,2024-06-22,16,7,1
1034,2024-06-29,7,6,0
1034,2024-07-06,18,9,0
1034,2024-07-13,16,6,0
1034,2024-07-20,10,3,0
1034,2024-07-27,6,5,1
1034,2024-08-03,21,7,0
1034,2024-08-10,22,8,1
1034,2024-08-17,10,5,0
1034,2024-08-24,5,6,0
1034,2024-08-31,12,5,0
1034,2024-09-07,13,3,0
1034,2024-09-14,18,9,0
1034,2024-09-21,24,3,0
1034,2024-09-28,22,6,0
1034,2024-10-05,5,3,0
1034,2024-10-12,5,7,0
1034,2024-10-19,11,4,1
1034,2024-10-26,18,4,0
1034,2024-11-02,6,4,0
1034,2024-11-09,21,5,0
1034,2024-11-16,10,3,1
1034,2024-11-23,11,9,0
1034,2024-11-30,22,6,0
1034,2024-12-07,22,6,0
1034,2024-12-14,19,5,0
1034,2024-12-21,15,6,0
1034,2024-12-28,10,4,0
1034,2025-01-04,7,9,0
1034,2025-01-11,14,8,0
1034,2025-01-18,16,9,0
1034,2025-01-25,17,5,0
1034,2025-02-01,18,6,0
1034,2025-02-08,23,6,0
1034,2025-02-15,22,5,0
1034,2025-02-22,13,5,0
1034,2025-03-01,14,5,0
1034,2025-03-08,0,2,0
1034,2025-03-15,0,1,0
1034,2025-03-22,1,1,1
1034,2025-03-29,0,2,0
1034,2025-04-05,1,2,0
1035,2024-07-31,22,3,0
1035,2024-08-07,13,6,0
1035,2024-08-14,6,6,0
1035,2024-08-21,6,6,0
1035,2024-08-28,14,5,0
1035,2024-09-04,16,5,0
1035,2024-09-11,12,7,0
1035,2024-09-18,7,4,0
1035,2024-09-25,20,8,0
1035,2024-10-02,16,8,1
1035,2024-10-09,9,7,0
1035,2024-10-16,13,8,0
1035,2024-10-23,19,8,0
1035,2024-10-30,24,4,0
1035,2024-11-06,21,5,0
1035,2024-11-13,6,5,0
1035,2024-11-20,5,6,0
1035,2024-11-27,17,9,0
1035,2024-12-04,15,4,0
1035,2024-12-11,18,4,0
1035,2024-12-18,16,8,0
1035,2024-12-25,9,6,0
1035,2025-01-01,16,3,0
1035,2025-01-08,24,6,0
1035,2025-01-15,9,9,0
1035,2025-01-22,9,3,0
1035,2025-01-29,16,6,0
1035,2025-02-05,10,6,0
1035,2025-02-12,24,4,1
1035,2025-02-19,13,9,0
1035,2025-02-26,5,9,0
1035,2025-03-05,9,7,0
1035,2025-03-12,5,3,0
1035,2025-03-19,16,4,0
1035,2025-03-26,22,5,0
1035,2025-04-02,6,3,0
1035,2025-04-09,0,1,0
1035,2025-04-16,2,1,0
1035,2025-04-23,1,2,0
1035,2025-04-30,1,1,0
1036,2024-05-07,22,4,0
1036,2024-05-14,12,4,0
1036,2024-05-21,12,7,0
1036,2024-05-28,9,9,0
1036,2024-06-04,6,3,0
1036,2024-06-11,15,4,0
1036,2024-06-18,22,3,0
1036,2024-06-25,19,3,0
1036,2024-07-02,12,3,0
1036,2024-07-09,5,3,0
1036,2024-07-16,20,8,0
1036,2024-07-23,9,3,0
1036,2024-07-30,6,4,0
1036,2024-08-06,13,3,0
1036,2024-08-13,20,7,0
1036,2024-08-20,17,9,0
1036,2024-08-27,8,4,0
1036,2024-09-03,18,6,0
1036,2024-09-10,10,4,0
1036,2024-09-17,13,9,0
1036,2024-09-24,15,3,0
1036,2024-10-01,11,3,0
1036,2024-10-08,5,6,0
1036,2024-10-15,19,7,0
1036,2024-10-22,5,3,0
1036,2024-10-29,7,6,0
1036,2024-11-05,15,5,0
1036,2024-11-12,18,4,0
1036,2024-11-19,13,5,0
1036,2024-11-26,12,4,0
1036,2024-12-03,16,7,0
1036,2024-12-10,9,9,0
1036,2024-12-17,19,5,0
1036,2024-12-24,10,8,0
1036,2024-12-31,15,7,0
1037,2024-11-30,15,9,0
1037,2024-12-07,19,3,0
1037,2024-12-14,23,9,0
1037,2024-12-21,17,8,0
1037,2024-12-28,18,7,0
1038,2024-01-28,24,8,0
1038,2024-02-04,19,6,0
1038,2024-02-11,20,4,0
1038,2024-02-18,22,4,0
1038,2024-02-25,8,4,0
1038,2024-03-03,15,9,0
1038,2024-03-10,14,9,0
1038,2024-03-17,11,9,0
1038,2024-03-24,14,7,0
1038,2024-03-31,8,6,0
1038,2024-04-07,11,8,0
1038,2024-04-14,17,4,0
1038,2024-04-21,17,9,0
1038,2024-04-28,13,4,0
1038,2024-05-05,14,4,0
1038,2024-05-12,14,3,0
1038,2024-05-19,9,6,0
1038,2024-05-26,23,6,0
1038,2024-06-02,14,3,0
1038,2024-06-09,8,4,0
1038,2024-06-16,22,7,0
1038,2024-06-23,7,6,0
1038,2024-06-30,21,8,0
1038,2024-07-07,19,5,0
1038,2024-07-14,15,4,0
1038,2024-07-21,17,7,0
1038,2024-07-28,6,5,0
1038,2024-08-04,22,5,0
1038,2024-08-11,11,3,0
1038,2024-08-18,11,6,0
1038,2024-08-25,8,4,0
1038,2024-09-01,11,7,0
1038,2024-09-08,12,7,0
1038,2024-09-15,7,3,0
1038,2024-09-22,10,3,0
1038,2024-09-29,17,3,0
1038,2024-10-06,9,6,0
1038,2024-10-13,12,8,0
1038,2024-10-20,7,8,0
1038,2024-10-27,7,8,0
1038,2024-11-03,16,4,0
1038,2024-11-10,7,4,0
1038,2024-11-17,24,8,0
1038,2024-11-24,8,7,0
1038,2024-12-01,19,3,0
1038,2024-12-08,14,8,0
1038,2024-12-15,20,6,0
1038,2024-12-22,16,6,0
1038,2024-12-29,17,9,0
1040,2024-05-16,12,8,1
1040,2024-05-23,12,6,0
1040,2024-05-30,24,8,0
1040,2024-06-06,12,9,0
1040,2024-06-13,20,6,0
1040,2024-06-20,6,7,0
1040,2024-06-27,5,9,0
1040,2024-07-04,6,3,0
1040,2024-07-11,13,3,0
1040,2024-07-18,24,8,0
1040,2024-07-25,8,4,0
1040,2024-08-01,7,8,0
1040,2024-08-08,9,6,0
1040,2024-08-15,19,3,0
1040,2024-08-22,22,7,0
1040,2024-08-29,14,8,0
1040,2024-09-05,7,9,0
1040,2024-09-12,13,9,0
1040,2024-09-19,6,5,0
1040,2024-09-26,22,8,1
1040,2024-10-03,14,3,0
1040,2024-10-10,5,6,0
1040,2024-10-17,5,8,0
1040,2024-10-24,18,7,0
1040,2024-10-31,7,3,0
1040,2024-11-07,17,7,0
1040,2024-11-14,6,6,0
1040,2024-11-21,8,7,0
1040,2024-11-28,17,9,0
1040,2024-12-05,22,7,0
1040,2024-12-12,10,7,0
1040,2024-12-19,6,6,0
1040,2024-12-26,23,7,0
1041,2024-06-21,14,3,0
1041,2024-06-28,15,4,0
1041,2024-07-05,19,3,0
1041,2024-07-12,13,5,0
1041,2024-07-19,18,5,0
1041,2024-07-26,20,6,0
1041,2024-08-02,8,9,0
1041,2024-08-09,9,9,0
1041,2024-08-16,24,6,0
1041,2024-08-23,11,4,0
1041,2024-08-30,24,9,0
1041,2024-09-06,7,9,0
1041,2024-09-13,18,9,0
1041,2024-09-20,9,8,0
1041,2024-09-27,10,9,0
1041,2024-10-04,11,7,0
1041,2024-10-11,22,7,1
1041,2024-10-18,22,7,1
1041,2024-10-25,8,3,0
1041,2024-11-01,15,9,0
1041,2024-11-08,8,4,0
1041,2024-11-15,22,5,0
1041,2024-11-22,24,7,0
1041,2024-11-29,14,7,0
1041,2024-12-06,21,3,1
1041,2024-12-13,6,6,0
1041,2024-12-20,5,4,1
1041,2024-12-27,12,7,0
1042,2024-04-18,6,5,0
1042,2024-04-25,21,9,0
1042,2024-05-02,17,5,0
1042,2024-05-09,16,3,0
1042,2024-05-16,12,7,0
1042,2024-05-23,15,3,0
1042,2024-05-30,7,3,1
1042,2024-06-06,12,4,0
1042,2024-06-13,8,5,1
1042,2024-06-20,23,9,0
1042,2024-06-27,23,5,0
1042,2024-07-04,9,8,0
1042,2024-07-11,12,4,0
1042,2024-07-18,20,6,0
1042,2024-07-25,12,3,1
1042,2024-08-01,19,4,0
1042,2024-08-08,8,8,0
1042,2024-08-15,13,3,1
1042,2024-08-22,22,4,0
1042,2024-08-29,16,5,1
1042,2024-09-05,17,7,1
1042,2024-09-12,20,6,0
1042,2024-09-19,14,9,0
1042,2024-09-26,22,9,0
1042,2024-10-03,12,5,0
1042,2024-10-10,22,8,0
1042,2024-10-17,24,7,0
1042,2024-10-24,23,8,0
1042,2024-10-31,7,4,0
1042,2024-11-07,11,3,0
1042,2024-11-14,19,4,0
1042,2024-11-21,12,8,0
1042,2024-11-28,11,9,0
1042,2024-12-05,15,8,0
1042,2024-12-12,17,4,0
1042,2024-12-19,19,6,0
1042,2024-12-26,19,5,0
1042,2025-01-02,16,7,0
1042,2025-01-09,9,7,0
1042,2025-01-16,7,9,0
1042,2025-01-23,11,6,0
1042,2025-01-30,9,9,0
1042,2025-02-06,20,3,0
1042,2025-02-13,7,3,0
1042,2025-02-20,2,2,1
1042,2025-02-27,1,1,0
1042,2025-03-06,0,2,1
1042,2025-03-13,2,1,1
1043,2025-01-27,20,7,0
1043,2025-02-03,8,8,0
1043,2025-02-10,1,2,1
1043,2025-02-17,1,2,1
1043,2025-02-24,0,1,1
1043,2025-03-03,2,1,0
1043,2025-03-10,2,1,0
1046,2024-09-18,19,7,0
1046,2024-09-25,14,8,0
1046,2024-10-02,9,8,0
1046,2024-10-09,12,9,0
1046,2024-10-16,10,8,0
1046,2024-10-23,17,6,0
1046,2024-10-30,11,6,0
1046,2024-11-06,7,7,0
1046,2024-11-13,24,6,0
1046,2024-11-20,6,8,0
1046,2024-11-27,23,3,0
1046,2024-12-04,23,8,0
1046,2024-12-11,16,8,1
1046,2024-12-18,8,5,0
1046,2024-12-25,8,8,0
1046,2025-01-01,5,4,0
1047,2025-01-05,21,5,0
1047,2025-01-12,19,5,0
1047,2025-01-19,17,3,0
1047,2025-01-26,8,6,0
1047,2025-02-02,19,8,1
1047,2025-02-09,15,9,0
1047,2025-02-16,20,7,0
1047,2025-02-23,14,4,0
1047,2025-03-02,15,3,0
1047,2025-03-09,17,8,0
1047,2025-03-16,17,5,1
1047,2025-03-23,1,1,0
1047,2025-03-30,2,1,1
1047,2025-04-06,0,2,1
1047,2025-04-13,1,2,0
1047,2025-04-20,1,2,0
1048,2024-08-25,11,9,0
1048,2024-09-01,5,3,0
1048,2024-09-08,13,8,0
1048,2024-09-15,16,6,0
1048,2024-09-22,24,3,1
1048,2024-09-29,16,4,0
1048,2024-10-06,11,5,0
1048,2024-10-13,18,4,0
1048,2024-10-20,14,3,0
1048,2024-10-27,16,3,0
1048,2024-11-03,15,6,0
1048,2024-11-10,15,3,0
1048,2024-11-17,22,3,0
1048,2024-11-24,10,9,0
1048,2024-12-01,15,6,0
1048,2024-12-08,20,9,0
1048,2024-12-15,16,8,0
1048,2024-12-22,22,7,0
1048,2024-12-29,9,3,0
1049,2024-05-15,16,3,0
1049,2024-05-22,5,4,0
1049,2024-05-29,14,3,0
1049,2024-06-05,5,3,1
1049,2024-06-12,6,6,0
1049,2024-06-19,13,9,0
1049,2024-06-26,21,4,0
1049,2024-07-03,10,4,0
1049,2024-07-10,9,4,0
