customer_id,signup_date,plan_type,monthly_fee,acquisition_cost,churn_date,is_churned,avg_logins,avg_features_used,total_support_tickets,churn_risk_score_%,at_risk_mrr_loss,recommended_action
1042,2024-04-18,Pro,200,100,2025-03-19,1,13.729166666666666,5.479166666666667,9,98.0,196.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1043,2025-01-27,Enterprise,500,200,2025-03-11,1,4.857142857142857,3.142857142857143,3,100.0,500.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1046,2024-09-18,Pro,200,100,,0,13.25,6.8125,1,1.0,2.0,Low Risk: Upsell Pro/Enterprise Features
1047,2025-01-05,Basic,50,30,2025-04-20,1,11.6875,4.4375,4,99.0,49.5,High Risk: Automated Re-engagement Email & 15% Discount
1048,2024-08-25,Enterprise,500,200,,0,15.157894736842104,5.368421052631579,1,1.0,5.0,Low Risk: Upsell Pro/Enterprise Features
1049,2024-05-15,Pro,200,100,,0,14.941176470588236,5.823529411764706,2,1.0,2.0,Low Risk: Upsell Pro/Enterprise Features
1050,2024-06-30,Pro,200,100,,0,12.296296296296296,5.111111111111111,1,9.0,18.0,Low Risk: Upsell Pro/Enterprise Features
1052,2024-05-03,Basic,50,30,,0,14.057142857142857,6.142857142857143,5,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1053,2024-12-15,Enterprise,500,200,,0,7.666666666666667,8.333333333333334,0,15.0,75.0,Low Risk: Upsell Pro/Enterprise Features
1054,2024-03-09,Pro,200,100,,0,14.627906976744185,5.651162790697675,3,1.0,2.0,Low Risk: Upsell Pro/Enterprise Features
1055,2024-03-30,Enterprise,500,200,,0,14.05,5.9,3,1.0,5.0,Low Risk: Upsell Pro/Enterprise Features
1056,2024-10-12,Pro,200,100,2024-12-15,1,6.4,3.9,3,100.0,200.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1057,2024-04-05,Basic,50,30,,0,14.461538461538462,6.333333333333333,5,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1059,2024-02-05,Enterprise,500,200,,0,15.270833333333334,5.854166666666667,4,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1060,2025-03-31,Basic,50,30,2025-06-10,1,8.181818181818182,3.8181818181818183,3,100.0,50.0,High Risk: Automated Re-engagement Email & 15% Discount
1062,2025-05-13,Pro,200,100,2025-06-12,1,2.0,3.2,0,83.0,166.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1063,2024-07-28,Pro,200,100,,0,15.130434782608695,6.043478260869565,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1065,2024-07-25,Enterprise,500,200,,0,13.08695652173913,5.608695652173913,3,10.0,50.0,Low Risk: Upsell Pro/Enterprise Features
1066,2024-12-10,Enterprise,500,200,,0,18.75,5.75,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1068,2024-03-05,Pro,200,100,,0,14.772727272727273,6.0,7,3.0,6.0,Low Risk: Upsell Pro/Enterprise Features
1069,2024-02-16,Enterprise,500,200,,0,14.282608695652174,5.956521739130435,3,2.0,10.0,Low Risk: Upsell Pro/Enterprise Features
1070,2024-01-10,Pro,200,100,,0,14.673076923076923,5.75,3,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1071,2024-11-15,Enterprise,500,200,,0,10.571428571428571,6.428571428571429,2,13.0,65.0,Low Risk: Upsell Pro/Enterprise Features
1073,2024-01-08,Enterprise,500,200,,0,14.846153846153847,5.653846153846154,4,27.0,135.0,Low Risk: Upsell Pro/Enterprise Features
1074,2024-08-09,Enterprise,500,200,2025-05-13,1,12.95,5.475,7,88.0,440.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1075,2024-10-14,Enterprise,500,200,2025-06-25,1,15.432432432432432,5.675675675675675,8,83.0,415.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1076,2024-12-26,Enterprise,500,200,,0,15.0,4.0,0,2.0,10.0,Low Risk: Upsell Pro/Enterprise Features
1077,2024-06-04,Basic,50,30,,0,14.548387096774194,5.935483870967742,3,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1078,2024-09-21,Basic,50,30,,0,12.933333333333334,6.933333333333334,1,3.0,1.5,Low Risk: Upsell Pro/Enterprise Features
1079,2024-03-17,Basic,50,30,,0,16.166666666666668,5.738095238095238,5,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1080,2024-02-22,Enterprise,500,200,,0,14.555555555555555,5.866666666666666,4,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1081,2024-07-01,Basic,50,30,,0,15.481481481481481,6.851851851851852,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1083,2024-10-02,Pro,200,100,,0,14.0,5.142857142857143,2,7.0,14.0,Low Risk: Upsell Pro/Enterprise Features
1084,2024-01-02,Basic,50,30,,0,14.88679245283019,6.0,4,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1085,2024-10-24,Basic,50,30,2025-05-21,1,11.4,5.433333333333334,4,99.0,49.5,High Risk: Automated Re-engagement Email & 15% Discount
1086,2024-01-29,Enterprise,500,200,,0,15.510204081632653,6.346938775510204,6,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1087,2024-07-19,Enterprise,500,200,,0,16.916666666666668,5.958333333333333,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1089,2024-06-12,Basic,50,30,,0,13.966666666666667,6.233333333333333,3,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1090,2024-11-19,Enterprise,500,200,,0,17.857142857142858,6.714285714285714,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1091,2024-07-31,Pro,200,100,,0,15.782608695652174,6.217391304347826,4,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1092,2024-05-22,Pro,200,100,,0,15.545454545454545,5.424242424242424,3,1.0,2.0,Low Risk: Upsell Pro/Enterprise Features
1093,2024-07-29,Pro,200,100,,0,15.173913043478262,5.521739130434782,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1094,2024-12-31,Enterprise,500,200,,0,21.0,7.0,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1095,2024-05-09,Enterprise,500,200,2024-08-11,1,12.285714285714286,4.714285714285714,3,88.0,440.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1097,2024-05-26,Enterprise,500,200,,0,15.3125,5.96875,7,3.0,15.0,Low Risk: Upsell Pro/Enterprise Features
1100,2024-05-20,Enterprise,500,200,,0,14.242424242424242,5.545454545454546,1,17.0,85.0,Low Risk: Upsell Pro/Enterprise Features
1101,2024-09-06,Enterprise,500,200,,0,12.176470588235293,6.294117647058823,4,3.0,15.0,Low Risk: Upsell Pro/Enterprise Features
1103,2024-03-04,Basic,50,30,,0,14.159090909090908,6.409090909090909,4,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1104,2024-03-07,Pro,200,100,,0,14.744186046511627,5.604651162790698,5,2.0,4.0,Low Risk: Upsell Pro/Enterprise Features
1106,2024-07-25,Pro,200,100,,0,14.434782608695652,5.521739130434782,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1107,2024-02-19,Pro,200,100,,0,14.934782608695652,6.065217391304348,4,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1108,2024-11-19,Pro,200,100,,0,15.428571428571429,6.142857142857143,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1109,2024-06-06,Pro,200,100,,0,16.1,6.5,4,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1110,2024-11-28,Basic,50,30,,0,13.0,5.6,2,8.0,4.0,Low Risk: Upsell Pro/Enterprise Features
1112,2024-03-12,Enterprise,500,200,,0,15.395348837209303,6.488372093023256,4,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1113,2024-07-19,Basic,50,30,,0,15.291666666666666,6.833333333333333,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1114,2024-01-29,Basic,50,30,,0,13.551020408163266,5.959183673469388,1,2.0,1.0,Low Risk: Upsell Pro/Enterprise Features
1115,2024-10-19,Enterprise,500,200,,0,11.545454545454545,6.818181818181818,3,7.0,35.0,Low Risk: Upsell Pro/Enterprise Features
1117,2024-01-10,Pro,200,100,,0,15.23076923076923,6.0576923076923075,8,22.0,44.0,Low Risk: Upsell Pro/Enterprise Features
1118,2024-11-03,Pro,200,100,,0,13.555555555555555,6.0,0,2.0,4.0,Low Risk: Upsell Pro/Enterprise Features
1119,2024-07-26,Enterprise,500,200,2025-04-22,1,13.666666666666666,5.205128205128205,8,98.0,490.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1120,2024-08-19,Enterprise,500,200,2025-03-15,1,12.066666666666666,5.166666666666667,1,19.0,95.0,Low Risk: Upsell Pro/Enterprise Features
1124,2024-09-06,Basic,50,30,,0,14.0,6.411764705882353,3,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1125,2024-08-25,Enterprise,500,200,2025-01-21,1,10.318181818181818,5.409090909090909,8,98.0,490.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1126,2024-12-08,Pro,200,100,,0,14.0,6.75,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1128,2024-01-22,Pro,200,100,,0,15.7,5.86,4,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1129,2024-09-07,Basic,50,30,,0,14.941176470588236,6.0,3,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1132,2024-11-07,Basic,50,30,2025-05-02,1,12.307692307692308,5.423076923076923,2,73.0,36.5,High Risk: Automated Re-engagement Email & 15% Discount
1133,2024-03-30,Pro,200,100,,0,13.425,6.025,4,2.0,4.0,Low Risk: Upsell Pro/Enterprise Features
1134,2024-02-15,Pro,200,100,,0,15.478260869565217,5.760869565217392,5,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1137,2024-01-08,Basic,50,30,2024-02-07,1,3.6,2.8,2,100.0,50.0,High Risk: Automated Re-engagement Email & 15% Discount
1138,2024-06-30,Basic,50,30,,0,13.925925925925926,5.962962962962963,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1139,2024-10-16,Enterprise,500,200,,0,16.666666666666668,5.916666666666667,3,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1141,2024-02-06,Basic,50,30,,0,12.875,6.270833333333333,4,5.0,2.5,Low Risk: Upsell Pro/Enterprise Features
1142,2024-12-06,Enterprise,500,200,,0,13.75,5.75,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1143,2024-04-13,Pro,200,100,2025-01-27,1,13.166666666666666,5.809523809523809,5,63.0,126.0,Medium Risk: Assign Support Specialist for Ticket Resolution
1145,2024-11-08,Basic,50,30,,0,13.0,5.25,0,1.0,0.5,Low Risk: Upsell Pro/Enterprise Features
1146,2024-06-19,Pro,200,100,,0,14.517241379310345,6.0,4,1.0,2.0,Low Risk: Upsell Pro/Enterprise Features
1151,2024-07-07,Enterprise,500,200,2025-04-24,1,13.738095238095237,5.285714285714286,9,97.0,485.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1152,2024-11-24,Enterprise,500,200,,0,16.166666666666668,6.5,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1153,2024-09-17,Basic,50,30,,0,17.1875,5.0625,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1154,2025-06-26,Basic,50,30,2025-06-30,1,2.0,2.0,2,100.0,50.0,High Risk: Automated Re-engagement Email & 15% Discount
1155,2024-04-12,Basic,50,30,,0,15.421052631578947,5.894736842105263,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1156,2024-12-18,Enterprise,500,200,,0,13.666666666666666,5.0,0,17.0,85.0,Low Risk: Upsell Pro/Enterprise Features
1158,2024-06-19,Enterprise,500,200,,0,14.724137931034482,6.517241379310345,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1159,2024-05-30,Enterprise,500,200,,0,13.806451612903226,6.354838709677419,3,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1161,2024-11-28,Pro,200,100,,0,14.2,5.8,1,1.0,2.0,Low Risk: Upsell Pro/Enterprise Features
1163,2024-02-06,Enterprise,500,200,,0,14.020833333333334,5.875,7,4.0,20.0,Low Risk: Upsell Pro/Enterprise Features
1164,2024-09-23,Pro,200,100,,0,14.466666666666667,5.8,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1165,2024-11-08,Basic,50,30,,0,14.875,5.75,0,1.0,0.5,Low Risk: Upsell Pro/Enterprise Features
1167,2024-01-11,Enterprise,500,200,2025-01-21,1,14.24074074074074,5.555555555555555,5,74.0,370.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1169,2024-01-01,Enterprise,500,200,,0,13.79245283018868,5.69811320754717,7,19.0,95.0,Low Risk: Upsell Pro/Enterprise Features
1170,2024-02-18,Pro,200,100,,0,14.195652173913043,6.413043478260869,5,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1171,2024-08-01,Enterprise,500,200,,0,15.545454545454545,6.090909090909091,4,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1172,2024-10-12,Enterprise,500,200,,0,15.0,6.333333333333333,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1173,2024-03-26,Basic,50,30,,0,15.682926829268293,5.951219512195122,1,1.0,0.5,Low Risk: Upsell Pro/Enterprise Features
1175,2024-07-16,Enterprise,500,200,2024-09-13,1,9.11111111111111,3.4444444444444446,2,100.0,500.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1176,2024-02-11,Enterprise,500,200,,0,15.48936170212766,6.1063829787234045,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1177,2024-02-03,Basic,50,30,,0,14.083333333333334,5.5,5,2.0,1.0,Low Risk: Upsell Pro/Enterprise Features
1178,2025-01-30,Basic,50,30,2025-03-26,1,8.75,3.5,4,100.0,50.0,High Risk: Automated Re-engagement Email & 15% Discount
1180,2024-04-21,Pro,200,100,,0,15.08108108108108,5.72972972972973,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1181,2024-01-09,Basic,50,30,2024-06-03,1,11.80952380952381,5.571428571428571,3,83.0,41.5,High Risk: Automated Re-engagement Email & 15% Discount
1182,2024-12-31,Enterprise,500,200,,0,14.0,4.0,0,9.0,45.0,Low Risk: Upsell Pro/Enterprise Features
1184,2024-11-24,Basic,50,30,,0,10.666666666666666,6.833333333333333,0,2.0,1.0,Low Risk: Upsell Pro/Enterprise Features
1185,2024-12-11,Pro,200,100,2025-06-27,1,13.379310344827585,5.827586206896552,4,22.0,44.0,Low Risk: Upsell Pro/Enterprise Features
1187,2024-03-22,Enterprise,500,200,,0,13.951219512195122,6.024390243902439,5,1.0,5.0,Low Risk: Upsell Pro/Enterprise Features
1188,2024-07-04,Pro,200,100,2024-09-04,1,5.777777777777778,3.4444444444444446,4,100.0,200.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1189,2024-10-04,Pro,200,100,,0,16.76923076923077,6.769230769230769,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1193,2024-01-24,Pro,200,100,2025-03-28,1,13.516129032258064,5.903225806451613,6,71.0,142.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1195,2024-08-23,Enterprise,500,200,,0,15.105263157894736,6.0,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1196,2024-03-01,Enterprise,500,200,,0,14.636363636363637,6.113636363636363,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1197,2025-03-08,Basic,50,30,2025-06-23,1,11.0,5.125,2,95.0,47.5,High Risk: Automated Re-engagement Email & 15% Discount
1198,2024-08-02,Pro,200,100,,0,13.5,5.545454545454546,3,8.0,16.0,Low Risk: Upsell Pro/Enterprise Features
1199,2024-11-16,Basic,50,30,,0,14.571428571428571,5.714285714285714,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1200,2024-03-25,Pro,200,100,2025-06-17,1,14.876923076923077,5.815384615384615,9,77.0,154.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1202,2024-03-28,Enterprise,500,200,,0,14.375,5.5,4,6.0,30.0,Low Risk: Upsell Pro/Enterprise Features
1203,2024-06-26,Pro,200,100,,0,16.25,6.071428571428571,3,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1204,2024-01-05,Enterprise,500,200,,0,14.307692307692308,6.038461538461538,5,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1209,2024-01-07,Basic,50,30,,0,15.01923076923077,6.403846153846154,9,5.0,2.5,Low Risk: Upsell Pro/Enterprise Features
1210,2024-08-09,Enterprise,500,200,2025-03-08,1,12.35483870967742,5.193548387096774,6,95.0,475.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1213,2024-09-05,Enterprise,500,200,,0,12.411764705882353,6.0,5,2.0,10.0,Low Risk: Upsell Pro/Enterprise Features
1214,2024-03-25,Enterprise,500,200,2024-11-28,1,13.805555555555555,5.277777777777778,5,62.0,310.0,Medium Risk: Assign Support Specialist for Ticket Resolution
1215,2024-03-08,Enterprise,500,200,,0,13.651162790697674,5.674418604651163,6,12.0,60.0,Low Risk: Upsell Pro/Enterprise Features
1216,2024-10-28,Basic,50,30,,0,13.8,5.4,1,6.0,3.0,Low Risk: Upsell Pro/Enterprise Features
1218,2024-05-03,Basic,50,30,,0,15.714285714285714,5.742857142857143,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1219,2024-10-28,Pro,200,100,,0,14.5,5.8,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1220,2024-03-29,Basic,50,30,2024-11-05,1,12.71875,5.40625,6,93.0,46.5,High Risk: Automated Re-engagement Email & 15% Discount
1222,2024-02-09,Pro,200,100,2025-04-01,1,15.733333333333333,6.016666666666667,8,62.0,124.0,Medium Risk: Assign Support Specialist for Ticket Resolution
1223,2025-02-28,Enterprise,500,200,2025-05-23,1,11.846153846153847,4.615384615384615,3,98.0,490.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1224,2024-11-19,Pro,200,100,,0,10.571428571428571,5.142857142857143,1,23.0,46.0,Low Risk: Upsell Pro/Enterprise Features
1225,2025-06-04,Enterprise,500,200,2025-06-30,1,0.5,1.25,6,100.0,500.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1226,2024-10-06,Basic,50,30,2025-03-18,1,13.166666666666666,5.375,7,96.0,48.0,High Risk: Automated Re-engagement Email & 15% Discount
1228,2024-07-03,Enterprise,500,200,,0,15.222222222222221,5.962962962962963,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1229,2025-01-30,Enterprise,500,200,2025-05-13,1,10.0,4.733333333333333,4,99.0,495.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1231,2024-02-05,Pro,200,100,,0,15.895833333333334,6.0625,7,1.0,2.0,Low Risk: Upsell Pro/Enterprise Features
1233,2024-11-23,Pro,200,100,,0,14.666666666666666,6.5,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1234,2024-10-21,Basic,50,30,2025-02-26,1,12.263157894736842,4.631578947368421,2,94.0,47.0,High Risk: Automated Re-engagement Email & 15% Discount
1235,2025-02-24,Enterprise,500,200,2025-03-31,1,4.666666666666667,2.3333333333333335,1,100.0,500.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1237,2024-11-22,Enterprise,500,200,,0,14.833333333333334,6.333333333333333,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1239,2024-05-21,Pro,200,100,2025-05-28,1,13.222222222222221,5.722222222222222,9,83.0,166.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1241,2024-09-06,Pro,200,100,2025-03-16,1,13.321428571428571,4.821428571428571,3,94.0,188.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1242,2025-03-09,Basic,50,30,2025-06-19,1,11.266666666666667,4.066666666666666,2,100.0,50.0,High Risk: Automated Re-engagement Email & 15% Discount
1243,2024-05-16,Basic,50,30,,0,17.0,6.03030303030303,3,1.0,0.5,Low Risk: Upsell Pro/Enterprise Features
1244,2024-04-22,Enterprise,500,200,,0,15.054054054054054,5.945945945945946,6,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1247,2024-05-28,Pro,200,100,2024-08-21,1,10.538461538461538,4.461538461538462,6,99.0,198.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1249,2024-06-06,Enterprise,500,200,,0,12.533333333333333,6.333333333333333,2,1.0,5.0,Low Risk: Upsell Pro/Enterprise Features
1250,2024-10-12,Pro,200,100,,0,13.083333333333334,6.5,1,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1252,2024-02-21,Basic,50,30,,0,15.326086956521738,6.108695652173913,4,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1253,2024-12-09,Pro,200,100,,0,12.0,4.75,0,28.0,56.0,Low Risk: Upsell Pro/Enterprise Features
1254,2024-04-15,Enterprise,500,200,,0,14.710526315789474,6.0,2,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1255,2024-01-29,Pro,200,100,,0,14.040816326530612,6.040816326530612,8,10.0,20.0,Low Risk: Upsell Pro/Enterprise Features
1257,2024-03-28,Enterprise,500,200,2024-06-20,1,8.76923076923077,4.846153846153846,3,100.0,500.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1258,2024-02-26,Pro,200,100,,0,15.088888888888889,6.222222222222222,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1259,2024-05-10,Basic,50,30,,0,14.205882352941176,5.794117647058823,3,4.0,2.0,Low Risk: Upsell Pro/Enterprise Features
1263,2025-01-12,Basic,50,30,2025-06-20,1,11.869565217391305,5.217391304347826,4,96.0,48.0,High Risk: Automated Re-engagement Email & 15% Discount
1264,2024-12-13,Pro,200,100,,0,15.666666666666666,4.333333333333333,0,1.0,2.0,Low Risk: Upsell Pro/Enterprise Features
1265,2024-03-18,Basic,50,30,2024-06-23,1,8.785714285714286,5.357142857142857,5,100.0,50.0,High Risk: Automated Re-engagement Email & 15% Discount
1266,2024-04-01,Enterprise,500,200,,0,15.15,6.3,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1267,2024-05-27,Enterprise,500,200,,0,14.09375,6.09375,2,1.0,5.0,Low Risk: Upsell Pro/Enterprise Features
1268,2024-05-22,Enterprise,500,200,2025-06-05,1,11.781818181818181,5.6909090909090905,7,85.0,425.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1271,2024-11-23,Pro,200,100,,0,16.666666666666668,5.5,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1273,2024-10-24,Pro,200,100,2025-05-17,1,12.7,5.333333333333333,2,79.0,158.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1275,2024-11-05,Enterprise,500,200,,0,13.333333333333334,6.111111111111111,0,0.0,0.0,Low Risk: Upsell Pro/Enterprise Features
1276,2025-02-13,Pro,200,100,2025-04-07,1,5.125,4.125,3,100.0,200.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1277,2025-06-23,Enterprise,500,200,2025-06-30,1,2.0,1.5,3,100.0,500.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
1278,2025-04-23,Enterprise,500,200,2025-06-05,1,4.428571428571429,3.142857142857143,2,100.0,500.0,High Priority: Priority 1-on-1 Call & 25% Renewal Discount
